"USER_ID","ITEM_ID","EVENT_VALUE","TIMESTAMP","EVENT_TYPE"
"73","4886","4.0","1464196969","rate"
"73","4979","5.0","1464267271","rate"
"73","4995","4.0","1464196972","rate"
"73","5299","3.0","1464197122","rate"
"73","6155","3.5","1464197336","rate"
"73","6333","5.0","1464275206","rate"
"73","6373","3.0","1464275221","rate"
"73","6377","4.5","1464196965","rate"
"73","6539","4.5","1464196275","rate"
"73","6863","3.0","1464197129","rate"
"73","6874","5.0","1464275196","rate"
"73","6936","5.0","1464197277","rate"
"73","7438","4.0","1464275199","rate"
"73","7451","3.0","1464197262","rate"
"73","8360","2.0","1464197062","rate"
"73","8361","3.0","1464275283","rate"
"73","8376","2.0","1464197186","rate"
"73","8533","3.0","1464197274","rate"
"73","8636","4.0","1464275204","rate"
"73","8641","3.5","1464197978","rate"
"73","8807","4.0","1464275372","rate"
"73","8961","4.0","1464196975","rate"
"73","8970","2.0","1464197021","rate"
"73","8972","5.0","1464198831","rate"
"73","30793","3.5","1464197149","rate"
"73","33495","4.0","1464198972","rate"
"73","33836","3.0","1464198003","rate"
"73","34162","4.5","1464197168","rate"
"73","35836","2.5","1464197105","rate"
"73","41566","3.0","1464197158","rate"
"73","44193","4.5","1464196920","rate"
"73","45221","4.0","1464198899","rate"
"73","45499","5.0","1464275279","rate"
"73","45720","4.0","1464197299","rate"
"73","45722","4.0","1464196283","rate"
"73","46578","4.0","1464197080","rate"
"73","47099","4.0","1464275325","rate"
"73","47122","4.0","1464196932","rate"
"73","47518","3.5","1464197948","rate"
"73","48385","3.0","1464275238","rate"
"73","48414","3.0","1464198719","rate"
"73","49272","5.0","1464275210","rate"
"73","50601","4.0","1464198633","rate"
"73","50685","3.5","1464198667","rate"
"73","51255","4.5","1464275234","rate"
"73","51540","4.5","1464275338","rate"
"73","52245","4.0","1464198083","rate"
"73","52722","5.0","1464275313","rate"
"73","52973","4.0","1464275306","rate"
"73","52975","3.5","1464198144","rate"
"73","53125","4.5","1464196291","rate"
"73","53460","3.5","1464198814","rate"
"73","53996","4.0","1464199579","rate"
"73","54503","1.5","1464196864","rate"
"73","55768","4.0","1464198550","rate"
"73","56367","3.5","1464197090","rate"
"73","56775","3.5","1464198842","rate"
"73","58047","4.5","1464196245","rate"
"73","58559","4.5","1464196527","rate"
"73","58998","3.5","1464199539","rate"
"73","59258","4.5","1464198066","rate"
"73","59315","4.0","1464275201","rate"
"73","59784","2.5","1464196885","rate"
"73","60126","3.5","1464197987","rate"
"73","60684","5.0","1464275277","rate"
"73","60756","4.5","1464196221","rate"
"73","61024","4.0","1464282933","rate"
"73","61250","4.0","1464198613","rate"
"73","61323","4.0","1464275322","rate"
"73","62434","4.0","1464282987","rate"
"73","63992","2.0","1464282935","rate"
"73","64957","3.5","1464196899","rate"
"73","64969","4.0","1464282958","rate"
"73","65230","3.5","1464198251","rate"
"73","66097","1.5","1464198516","rate"
"73","68135","3.5","1464198141","rate"
"73","68157","5.0","1464275211","rate"
"73","68319","4.0","1464275360","rate"
"73","68358","5.0","1464275224","rate"
"73","68954","4.0","1464196694","rate"
"73","69122","3.0","1464197125","rate"
"73","69278","1.0","1464198963","rate"
"73","69481","4.5","1464275319","rate"
"73","69644","1.0","1464198312","rate"
"73","69757","4.0","1464196867","rate"
"73","70286","3.5","1464275226","rate"
"73","70293","3.5","1464199499","rate"
"73","71518","4.0","1464198296","rate"
"73","71535","5.0","1464275275","rate"
"73","72226","3.5","1464197365","rate"
"73","72378","2.0","1464282943","rate"
"73","72641","4.5","1464197347","rate"
"73","72998","3.5","1464197071","rate"
"73","73017","5.0","1464275240","rate"
"73","74458","4.5","1464275229","rate"
"73","74647","1.0","1464198880","rate"
"73","75805","3.0","1464198246","rate"
"73","76293","3.5","1464197993","rate"
"73","78499","5.0","1464196177","rate"
"73","79091","3.5","1464197287","rate"
"73","79132","2.5","1464196520","rate"
"73","79592","4.5","1464196228","rate"
"73","80463","4.0","1464199412","rate"
"73","81562","4.0","1464275376","rate"
"73","81591","4.0","1464199392","rate"
"73","86332","5.0","1464275342","rate"
"73","86833","5.0","1464198288","rate"
"73","86880","3.5","1464196302","rate"
"73","87232","5.0","1464282906","rate"
"73","87430","1.0","1464199377","rate"
"73","87485","3.0","1464198684","rate"
"73","87869","3.5","1464198213","rate"
"73","88140","4.5","1464197386","rate"
"73","88810","4.0","1464199342","rate"
"73","89492","4.0","1464282937","rate"
"73","89745","4.0","1464199263","rate"
"73","91500","4.0","1464199280","rate"
"73","91529","5.0","1464282897","rate"
"73","91542","5.0","1464282920","rate"
"73","92509","3.5","1464198570","rate"
"73","93272","3.5","1464198147","rate"
"73","93326","3.5","1464199611","rate"
"73","93510","4.5","1464197916","rate"
"73","93840","2.0","1464282962","rate"
"73","95441","3.5","1464199298","rate"
"73","95510","4.0","1464282941","rate"
"73","96079","5.0","1464275316","rate"
"73","96588","3.5","1464198425","rate"
"73","96821","4.0","1464199314","rate"
"73","97921","3.5","1464197321","rate"
"73","99106","1.5","1464198772","rate"
"73","99114","5.0","1464275230","rate"
"73","101612","3.0","1464198045","rate"
"73","102407","3.5","1464196199","rate"
"73","102445","5.0","1464282924","rate"
"73","102481","4.0","1464198499","rate"
"73","103141","4.5","1464196999","rate"
"73","103249","4.0","1464282975","rate"
"73","103335","2.0","1464198316","rate"
"73","104211","3.5","1464198234","rate"
"73","105037","2.5","1464197889","rate"
"73","106072","5.0","1464282996","rate"
"73","106782","4.5","1464197233","rate"
"73","107348","1.5","1464197991","rate"
"73","108932","3.5","1464197927","rate"
"73","109374","5.0","1464275303","rate"
"73","109483","2.0","1464198150","rate"
"73","109487","4.5","1464197113","rate"
"73","110102","5.0","1464282930","rate"
"73","111113","2.5","1464197875","rate"
"73","111320","1.5","1464199071","rate"
"73","111362","5.0","1464275356","rate"
"73","111921","3.5","1464199220","rate"
"73","112138","4.0","1464197934","rate"
"73","112183","2.5","1464282951","rate"
"73","112290","3.5","1464282984","rate"
"73","112450","2.0","1464198092","rate"
"73","112556","4.0","1464197220","rate"
"73","112788","2.5","1464198585","rate"
"73","112852","5.0","1464275288","rate"
"73","113378","1.0","1464196354","rate"
"73","114074","3.0","1464198302","rate"
"73","115617","5.0","1464282914","rate"
"73","116823","4.0","1464282976","rate"
"73","117590","4.0","1464198220","rate"
"73","117881","4.0","1464198999","rate"
"73","119145","4.5","1464282948","rate"
"73","122892","5.0","1464282953","rate"
"73","122904","4.5","1464196265","rate"
"73","123947","2.5","1464198258","rate"
"73","126548","2.5","1464198475","rate"
"73","127202","4.0","1464196565","rate"
"73","128520","3.5","1464198597","rate"
"73","131013","3.5","1464198460","rate"
"73","134368","4.0","1464197537","rate"
"73","134393","3.5","1464198449","rate"
"73","134853","4.0","1464196486","rate"
"73","138036","2.5","1464196603","rate"
"73","138204","4.0","1464197862","rate"
"73","140110","4.0","1464196591","rate"
"73","149354","2.0","1464198038","rate"
"73","151739","2.5","1464198160","rate"
"73","152081","5.0","1464196315","rate"
"74","58","5.0","1207502891","rate"
"74","111","5.0","1207500396","rate"
"74","194","5.0","1207499222","rate"
"74","273","3.5","1207499102","rate"
"74","296","5.0","1207499596","rate"
"74","307","5.0","1207499251","rate"
"74","308","5.0","1207501263","rate"
"74","337","4.0","1207501280","rate"
"74","382","4.5","1207499275","rate"
"74","475","5.0","1207502497","rate"
"74","608","5.0","1207500635","rate"
"74","858","5.0","1207501497","rate"
"74","903","4.5","1207502105","rate"
"74","923","5.0","1207501381","rate"
"74","926","5.0","1207502168","rate"
"74","949","4.0","1207502365","rate"
"74","1041","5.0","1207499247","rate"
"74","1084","5.0","1207501357","rate"
"74","1094","4.5","1207501409","rate"
"74","1103","5.0","1207499290","rate"
"74","1185","4.0","1207501759","rate"
"74","1193","5.0","1207501807","rate"
"74","1206","5.0","1207501395","rate"
"74","1208","5.0","1207501319","rate"
"74","1209","4.0","1207502875","rate"
"74","1212","5.0","1207501258","rate"
"74","1217","4.0","1207501935","rate"
"74","1219","4.5","1207501896","rate"
"74","1221","5.0","1207502422","rate"
"74","1230","5.0","1207501321","rate"
"74","1247","4.0","1207502433","rate"
"74","1251","4.5","1207501291","rate"
"74","1252","5.0","1207501373","rate"
"74","1263","5.0","1207501451","rate"
"74","1348","4.0","1207501783","rate"
"74","1617","4.5","1207502523","rate"
"74","1635","4.5","1207499263","rate"
"74","1673","3.5","1207502284","rate"
"74","1889","5.0","1207501075","rate"
"74","1952","4.0","1207501739","rate"
"74","1960","5.0","1207499217","rate"
"74","2010","4.0","1207501734","rate"
"74","2076","5.0","1207499090","rate"
"74","2160","5.0","1207502914","rate"
"74","2243","3.0","1207499231","rate"
"74","2300","5.0","1207499267","rate"
"74","2313","3.5","1207501479","rate"
"74","2360","4.5","1207500558","rate"
"74","2420","2.5","1207499132","rate"
"74","2594","4.5","1207502882","rate"
"74","2644","3.5","1207502341","rate"
"74","2692","4.0","1207501208","rate"
"74","2858","5.0","1207501309","rate"
"74","2908","5.0","1207499117","rate"
"74","2966","3.5","1207502033","rate"
"74","2997","4.0","1207500545","rate"
"74","3006","4.0","1207501062","rate"
"74","3019","4.0","1207501474","rate"
"74","3083","5.0","1207500457","rate"
"74","3089","5.0","1207501351","rate"
"74","3160","4.0","1207501139","rate"
"74","3201","4.0","1207502399","rate"
"74","3246","4.0","1207501145","rate"
"74","3271","3.5","1207502629","rate"
"74","3273","2.5","1207499293","rate"
"74","3307","5.0","1207501386","rate"
"74","3424","4.0","1207499286","rate"
"74","3481","3.5","1207502489","rate"
"74","3730","4.0","1207500584","rate"
"74","3735","4.5","1207501967","rate"
"74","3863","3.0","1207499124","rate"
"74","3949","5.0","1207501199","rate"
"74","3996","5.0","1207501404","rate"
"74","4034","3.5","1207501269","rate"
"74","4103","4.0","1207500973","rate"
"74","4211","4.0","1207501928","rate"
"74","4226","4.0","1207500729","rate"
"74","4427","3.5","1207501692","rate"
"74","4546","4.5","1207500425","rate"
"74","4878","4.0","1207501462","rate"
"74","4973","5.0","1207500854","rate"
"74","4979","4.5","1207501942","rate"
"74","5013","3.5","1207502426","rate"
"74","5300","4.0","1207500833","rate"
"74","5304","4.0","1207500356","rate"
"74","5341","4.0","1207500164","rate"
"74","5434","4.5","1207502943","rate"
"74","5632","4.0","1207502279","rate"
"74","5791","4.0","1207502415","rate"
"74","5812","4.0","1207500146","rate"
"74","5867","4.0","1207502052","rate"
"74","5890","5.0","1207502378","rate"
"74","5893","2.5","1207501684","rate"
"74","5995","5.0","1207499219","rate"
"74","6001","4.0","1207501108","rate"
"74","6016","5.0","1207499961","rate"
"74","6235","5.0","1207500979","rate"
"74","6244","4.0","1207501952","rate"
"74","6270","5.0","1207500623","rate"
"74","6301","4.0","1207502955","rate"
"74","6305","4.0","1207501486","rate"
"74","6440","3.5","1207502191","rate"
"74","6552","4.0","1207500626","rate"
"74","6591","5.0","1207501726","rate"
"74","6666","5.0","1207501458","rate"
"74","6711","4.0","1207500282","rate"
"74","6787","5.0","1207500104","rate"
"74","6791","5.0","1207501328","rate"
"74","6852","4.0","1207500025","rate"
"74","6858","3.5","1207500694","rate"
"74","6870","4.0","1207500734","rate"
"74","6993","5.0","1207500667","rate"
"74","7087","4.0","1207501191","rate"
"74","7158","3.0","1207501583","rate"
"74","7234","5.0","1207500193","rate"
"74","7323","5.0","1207500985","rate"
"74","7387","3.0","1207501443","rate"
"74","7419","3.5","1207502162","rate"
"74","7889","4.0","1207501813","rate"
"74","8154","5.0","1207500133","rate"
"74","8183","3.5","1207502372","rate"
"74","8207","4.0","1207500932","rate"
"74","8340","3.5","1207502384","rate"
"74","8341","3.5","1207499990","rate"
"74","8804","5.0","1207502952","rate"
"74","8838","5.0","1207500100","rate"
"74","8873","4.0","1207501751","rate"
"74","8951","4.0","1207502101","rate"
"74","26350","5.0","1207500071","rate"
"74","26578","4.0","1207501220","rate"
"74","27721","3.5","1207502115","rate"
"74","27773","5.0","1207501803","rate"
"74","30707","4.0","1207502554","rate"
"74","30749","3.5","1207500672","rate"
"74","31522","5.0","1207500333","rate"
"74","34437","3.5","1207502302","rate"
"74","37733","3.0","1207501589","rate"
"74","37741","3.5","1207500217","rate"
"74","39183","4.0","1207500116","rate"
"74","39292","4.5","1207500229","rate"
"74","40629","3.5","1207501885","rate"
"74","41863","4.5","1207500417","rate"
"74","41997","5.0","1207500342","rate"
"74","44555","4.0","1207501129","rate"
"74","44937","4.0","1207502318","rate"
"74","46578","5.0","1207501117","rate"
"74","46723","4.5","1207500869","rate"
"74","46976","4.0","1207502039","rate"
"74","47423","4.0","1207500015","rate"
"74","47629","4.0","1207500764","rate"
"74","48394","4.5","1207500361","rate"
"74","48516","5.0","1207500600","rate"
"74","48696","4.5","1207501696","rate"
"74","48698","5.0","1207499649","rate"
"74","48774","4.0","1207501367","rate"
"74","49772","4.0","1207502887","rate"
"74","50068","3.5","1207500277","rate"
"74","50274","4.0","1207500819","rate"
"74","51540","4.0","1207500465","rate"
"74","52281","2.5","1207501033","rate"
"74","52952","4.5","1207499894","rate"
"74","52967","4.5","1207499675","rate"
"74","55069","4.0","1207499946","rate"
"74","55118","5.0","1207500140","rate"
"74","55247","4.5","1207499969","rate"
"74","55253","3.5","1207500718","rate"
"74","55276","5.0","1207500329","rate"
"74","55290","4.0","1207500648","rate"
"74","55363","4.0","1207500453","rate"
"74","55444","5.0","1207499839","rate"
"74","55814","3.5","1207500052","rate"
"74","55820","4.5","1207500062","rate"
"74","56757","4.0","1207502086","rate"
"74","56782","4.5","1207499998","rate"
"74","57147","4.0","1207503024","rate"
"74","58103","4.0","1207503035","rate"
"74","58154","3.5","1207503031","rate"
"75","47","2.0","1158968272","rate"
"75","151","2.0","1158967103","rate"
"75","168","4.0","1158967185","rate"
"75","173","3.0","1158967071","rate"
"75","260","5.0","1158989756","rate"
"75","435","1.0","1158967085","rate"
"75","515","2.0","1158989888","rate"
"75","541","4.0","1158989785","rate"
"75","589","4.5","1158989827","rate"
"75","592","3.5","1158989896","rate"
"75","903","1.0","1158968143","rate"
"75","908","4.5","1158967045","rate"
"75","912","4.0","1158967840","rate"
"75","920","3.0","1158967791","rate"
"75","924","3.5","1158967613","rate"
"75","928","4.5","1158967852","rate"
"75","1036","4.0","1158989815","rate"
"75","1090","1.0","1158967824","rate"
"75","1196","4.5","1158990239","rate"
"75","1198","4.5","1158990045","rate"
"75","1199","2.5","1158967231","rate"
"75","1200","2.5","1158967713","rate"
"75","1204","3.5","1158989794","rate"
"75","1214","4.5","1158967602","rate"
"75","1234","4.5","1158967139","rate"
"75","1240","4.0","1158990196","rate"
"75","1253","4.0","1158982941","rate"
"75","1266","4.0","1158967216","rate"
"75","1275","3.5","1158989900","rate"
"75","1291","4.5","1158990090","rate"
"75","1320","3.0","1158967195","rate"
"75","1372","4.0","1158968308","rate"
"75","1374","2.0","1158967591","rate"
"75","1376","4.0","1158967212","rate"
"75","1610","4.0","1158989841","rate"
"75","1653","2.0","1158967079","rate"
"75","1721","2.5","1158967893","rate"
"75","1889","3.0","1158968225","rate"
"75","1962","4.5","1158967875","rate"
"75","2078","5.0","1158982700","rate"
"75","2115","3.5","1158990116","rate"
"75","2193","1.5","1158989724","rate"
"75","2467","4.0","1158989849","rate"
"75","2529","1.5","1158967238","rate"
"75","2571","1.0","1158967564","rate"
"75","2628","1.0","1158967457","rate"
"75","2640","1.5","1158967058","rate"
"75","3034","4.0","1158982812","rate"
"75","3176","1.0","1158968301","rate"
"75","3681","5.0","1158990136","rate"
"75","4306","4.0","1158982794","rate"
"75","4369","2.5","1158967388","rate"
"75","4993","5.0","1158967649","rate"
"75","5008","4.0","1158968122","rate"
"75","5445","2.0","1158967067","rate"
"75","5952","4.0","1158982929","rate"
"75","6303","4.0","1158989870","rate"
"75","6870","1.0","1158968174","rate"
"75","7001","4.0","1158968208","rate"
"75","7123","2.5","1158968322","rate"
"75","7153","4.0","1158967110","rate"
"75","8360","4.0","1158982806","rate"
"75","8865","1.0","1158982908","rate"
"75","8961","4.0","1158982785","rate"
"75","33493","0.5","1158967510","rate"
"75","34405","4.0","1158967581","rate"
"75","36519","4.0","1158967337","rate"
"75","44191","4.5","1158982577","rate"
"75","44199","3.0","1158968109","rate"
"76","1","0.5","1439165548","rate"
"76","47","3.5","1439168120","rate"
"76","48","0.5","1439168949","rate"
"76","111","3.0","1439166428","rate"
"76","158","0.5","1439168954","rate"
"76","260","4.0","1439165601","rate"
"76","288","4.0","1439168262","rate"
"76","296","4.5","1439165672","rate"
"76","317","0.5","1439168918","rate"
"76","318","3.0","1439165638","rate"
"76","356","1.0","1439165536","rate"
"76","480","2.0","1439168176","rate"
"76","541","3.5","1439167669","rate"
"76","551","0.5","1439168886","rate"
"76","553","3.5","1439168941","rate"
"76","588","0.5","1439168197","rate"
"76","589","3.5","1439168185","rate"
"76","593","3.5","1439165545","rate"
"76","608","4.0","1439166078","rate"
"76","673","0.5","1439168981","rate"
"76","745","1.0","1439168612","rate"
"76","750","3.0","1439166438","rate"
"76","778","4.5","1439166459","rate"
"76","788","0.5","1439168892","rate"
"76","858","5.0","1439165633","rate"
"76","923","1.5","1439168706","rate"
"76","953","2.0","1439167723","rate"
"76","1080","4.5","1439167537","rate"
"76","1089","4.5","1439166069","rate"
"76","1136","5.0","1439166982","rate"
"76","1148","0.5","1439168931","rate"
"76","1196","4.0","1439168691","rate"
"76","1201","1.5","1439168755","rate"
"76","1206","4.5","1439166958","rate"
"76","1208","4.0","1439167500","rate"
"76","1213","5.0","1439165644","rate"
"76","1214","4.0","1439166544","rate"
"76","1220","1.5","1439168770","rate"
"76","1221","4.5","1439166402","rate"
"76","1247","2.0","1439168648","rate"
"76","1250","3.0","1439167355","rate"
"76","1258","3.5","1439168762","rate"
"76","1278","4.0","1439167548","rate"
"76","1288","4.0","1439167369","rate"
"76","1367","1.0","1439169012","rate"
"76","1682","2.5","1439168248","rate"
"76","1732","4.0","1439168285","rate"
"76","1884","3.5","1439168591","rate"
"76","2019","4.0","1439166434","rate"
"76","2318","4.5","1439168833","rate"
"76","2502","4.0","1439168287","rate"
"76","2571","4.0","1439165565","rate"
"76","2628","2.0","1439168151","rate"
"76","2731","2.0","1439167380","rate"
"76","2762","4.0","1439168123","rate"
"76","2791","4.0","1439167504","rate"
"76","2858","4.0","1439167032","rate"
"76","2918","3.0","1439167803","rate"
"76","2959","4.5","1439165676","rate"
"76","3671","1.5","1439168774","rate"
"76","4226","4.5","1439168156","rate"
"76","4878","2.5","1439165692","rate"
"76","4963","3.5","1439168260","rate"
"76","5445","3.5","1439168250","rate"
"76","5679","3.5","1439165823","rate"
"76","5952","3.0","1439168386","rate"
"76","5956","3.5","1439165888","rate"
"76","6016","3.0","1439165680","rate"
"76","6373","2.0","1439165830","rate"
"76","6377","0.5","1439168391","rate"
"76","6539","2.0","1439168232","rate"
"76","6874","3.5","1439168272","rate"
"76","6934","3.0","1439165734","rate"
"76","7143","2.0","1439165745","rate"
"76","7153","3.0","1439168389","rate"
"76","7254","3.0","1439165863","rate"
"76","7669","1.5","1439168724","rate"
"76","8641","3.0","1439165920","rate"
"76","8957","5.0","1439165914","rate"
"76","8961","0.5","1439168397","rate"
"76","27611","4.0","1439168686","rate"
"76","30707","4.0","1439165832","rate"
"76","31410","4.0","1439168677","rate"
"76","33004","4.0","1439165905","rate"
"76","33493","4.5","1439165731","rate"
"76","34048","3.0","1439165897","rate"
"76","34405","5.0","1439165874","rate"
"76","39446","4.5","1439166934","rate"
"76","40815","3.0","1439165812","rate"
"76","41566","1.5","1439165880","rate"
"76","42723","3.0","1439167709","rate"
"76","44195","4.5","1439168847","rate"
"76","48877","4.5","1439167047","rate"
"76","51662","3.0","1439167904","rate"
"76","52281","3.5","1439167865","rate"
"76","54503","3.0","1439167919","rate"
"76","55577","4.5","1439167349","rate"
"76","55820","3.0","1439167909","rate"
"76","56174","2.0","1439167954","rate"
"76","56782","3.5","1439167973","rate"
"76","57669","4.0","1439167975","rate"
"76","58559","3.0","1439167675","rate"
"76","58803","3.0","1439168040","rate"
"76","61323","3.0","1439167836","rate"
"76","63436","4.5","1439167384","rate"
"76","63992","0.5","1439168031","rate"
"76","67255","3.0","1439167881","rate"
"76","68157","4.0","1439167377","rate"
"76","69122","3.0","1439167917","rate"
"76","72129","4.5","1439167407","rate"
"76","73017","2.0","1439167928","rate"
"76","74458","4.0","1439167957","rate"
"76","77455","3.5","1439168084","rate"
"76","79132","4.0","1439167492","rate"
"76","80463","3.0","1439167964","rate"
"76","81535","4.5","1439168697","rate"
"76","82461","3.0","1439168064","rate"
"76","99114","4.0","1439168587","rate"
"76","117176","2.0","1439168494","rate"
"77","260","5.0","1535107459","rate"
"77","1196","5.0","1535107474","rate"
"77","1198","5.0","1535107476","rate"
"77","1210","5.0","1535107480","rate"
"77","2571","5.0","1535107478","rate"
"77","3578","5.0","1535107514","rate"
"77","3948","3.0","1535107573","rate"
"77","3996","5.0","1535107543","rate"
